slide,species,tissue,pmid,title,abstract,keywords,involve_cancer,tech,spot_num,gene_num
GSE249729_GSM7962128,human,skin,38113104,Tertiary lymphoid structures sustain cutaneous B cell activity in hidradenitis suppurativa,"Hidradenitis suppurativa (HS) is a chronic skin condition affecting approximately 1% of the US population. HS skin lesions are highly inflammatory and characterized by a large immune infiltrate. While B cells and plasma cells comprise a major component of this immune milieu, the biology and the contribution of these cells in HS pathogenesis are unclear. We aimed to investigate the dynamics and microenvironmental interactions of B cells within cutaneous HS lesions. Combining histological analysis, single-cell RNA sequencing, and spatial transcriptomics profiling of HS lesions, we defined the tissue microenvironment relative to B cell activity within this disease. Our findings identified tertiary lymphoid structures (TLSs) within HS lesions and described organized interactions among T cells, B cells, antigen-presenting cells, and skin stroma. We found evidence that B cells within HS TLSs actively underwent maturation, including participation in germinal center reactions and class switch recombination. Moreover, skin stroma and accumulating T cells were primed to support the formation of TLSs and facilitate B cell recruitment during HS. Our data definitively demonstrated the presence of TLSs in lesional HS skin and point to ongoing cutaneous B cell maturation through class switch recombination and affinity maturation during disease progression in this inflamed nonlymphoid tissue.",Adaptive immunity; Dermatology; Immunology; Skin.,False,Visium,4437,17943
GSE249729_GSM7962129,human,skin,38113104,Tertiary lymphoid structures sustain cutaneous B cell activity in hidradenitis suppurativa,"Hidradenitis suppurativa (HS) is a chronic skin condition affecting approximately 1% of the US population. HS skin lesions are highly inflammatory and characterized by a large immune infiltrate. While B cells and plasma cells comprise a major component of this immune milieu, the biology and the contribution of these cells in HS pathogenesis are unclear. We aimed to investigate the dynamics and microenvironmental interactions of B cells within cutaneous HS lesions. Combining histological analysis, single-cell RNA sequencing, and spatial transcriptomics profiling of HS lesions, we defined the tissue microenvironment relative to B cell activity within this disease. Our findings identified tertiary lymphoid structures (TLSs) within HS lesions and described organized interactions among T cells, B cells, antigen-presenting cells, and skin stroma. We found evidence that B cells within HS TLSs actively underwent maturation, including participation in germinal center reactions and class switch recombination. Moreover, skin stroma and accumulating T cells were primed to support the formation of TLSs and facilitate B cell recruitment during HS. Our data definitively demonstrated the presence of TLSs in lesional HS skin and point to ongoing cutaneous B cell maturation through class switch recombination and affinity maturation during disease progression in this inflamed nonlymphoid tissue.",Adaptive immunity; Dermatology; Immunology; Skin.,False,Visium,1815,17943
GSE251693_GSM7986081,human,colon,,Double-negative B cells and DNASE1L3 colocalise with microbiota in gut-associated lymphoid tissue,,,False,Visium,3408,17943
GSE251693_GSM7986082,human,colon,,Double-negative B cells and DNASE1L3 colocalise with microbiota in gut-associated lymphoid tissue,,,False,Visium,2351,17943
GSE251950_GSM7990473,human,stomach,,Spatial transcriptomics of gastric cancers (Visium 10X platform),,,True,Visium,3834,36601
GSE251950_GSM7990474,human,stomach,,Spatial transcriptomics of gastric cancers (Visium 10X platform),,,True,Visium,4274,36601
GSE251950_GSM7990475,human,stomach,,Spatial transcriptomics of gastric cancers (Visium 10X platform),,,True,Visium,3043,36601
GSE251950_GSM7990476,human,stomach,,Spatial transcriptomics of gastric cancers (Visium 10X platform),,,True,Visium,4244,36601
GSE251950_GSM7990477,human,stomach,,Spatial transcriptomics of gastric cancers (Visium 10X platform),,,True,Visium,3577,36601
GSE251950_GSM7990478,human,stomach,,Spatial transcriptomics of gastric cancers (Visium 10X platform),,,True,Visium,2426,36601
GSE251950_GSM7990479,human,stomach,,Spatial transcriptomics of gastric cancers (Visium 10X platform),,,True,Visium,2483,36601
GSE251950_GSM7990480,human,stomach,,Spatial transcriptomics of gastric cancers (Visium 10X platform),,,True,Visium,1882,36601
GSE251950_GSM7990481,human,stomach,,Spatial transcriptomics of gastric cancers (Visium 10X platform),,,True,Visium,3037,36601
GSE251950_GSM7990482,human,stomach,,Spatial transcriptomics of gastric cancers (Visium 10X platform),,,True,Visium,3491,36601
GSE254364_GSM8041061,human,liver,36652202,High-Resolution Analysis of Mononuclear Phagocytes Reveals GPNMB as a Prognostic Marker in Human Colorectal Liver Metastasis,"Patients with colorectal liver metastasis (CLM) present with heterogenous clinical outcomes and improved classification is needed to ameliorate the therapeutic output. Macrophages (Mϕ) hold promise as prognostic classifiers and therapeutic targets. Here, stemming from a single-cell analysis of mononuclear phagocytes infiltrating human CLM, we identified two Mϕ markers associated with distinct populations with opposite clinical relevance. The invasive margin of CLM was enriched in pro-inflammatory monocyte-derived Mϕ (MoMϕ) expressing the monocytic marker SERPINB2, and a more differentiated population, tumor-associated Mϕ (TAM), expressing glycoprotein nonmetastatic melanoma protein B (GPNMB). SERPINB2+ MoMϕ had an early inflammatory profile, whereas GPNMB+ TAMs were enriched in pathways of matrix degradation, angiogenesis, and lipid metabolism and were found closer to the tumor margin, as confirmed by spatial transcriptomics on CLM specimens. In a cohort of patients, a high infiltration of SERPINB2+ cells independently associated with longer disease-free survival (DFS; P = 0.033), whereas a high density of GPNMB+ cells correlated with shorter DFS (P = 0.012) and overall survival (P = 0.002). Cell-cell interaction analysis defined opposing roles for MoMϕ and TAMs, suggesting that SERPINB2+ and GPNMB+ cells are discrete populations of Mϕ and may be exploited for further translation to an immune-based stratification tool. This study provides evidence of how multi-omics approaches can identify nonredundant, clinically relevant markers for further translation to immune-based patient stratification tools and therapeutic targets. GPNMB has been shown to set Mϕ in an immunosuppressive mode. Our high dimensional analyses provide further evidence that GPNMB is a negative prognostic indicator and a potential player in the protumor function of Mϕ populations.",,True,Visium,4160,17943
